PMID,Title,Journal,Date,Year,Still_Live,AI_Retracted
35685667,Value of Magnetic Resonance Images and Magnetic Resonance Spectroscopy in Diagnosis of Brain Tumors underFuzzyC-Means Algorithm.,Contrast Media Mol Imaging. 2022 May 30;2022:3315121. doi: 10.1155/2022/3315121. eCollection 2022.,2022 May 30;2022:3315121,2022,1,
35685169,Application ofFuzzyClustering Model in the Classification of Sports Training Movements.,Comput Intell Neurosci. 2022 May 31;2022:4308283. doi: 10.1155/2022/4308283. eCollection 2022.,2022 May 31;2022:4308283,2022,1,
35685149,Severity Prediction over Parkinson's Disease Prediction by Using the Deep Brooke Inception Net Classifier.,Comput Intell Neurosci. 2022 May 31;2022:7223197. doi: 10.1155/2022/7223197. eCollection 2022.,2022 May 31;2022:7223197,2022,1,
35685142,Computational Intelligence-Based Melanoma Detection and Classification Using Dermoscopic Images.,Comput Intell Neurosci. 2022 May 31;2022:2370190. doi: 10.1155/2022/2370190. eCollection 2022.,2022 May 31;2022:2370190,2022,1,
35684924,"A Repair Method for Missing Traffic Data Based on FCM, Optimized by the Twice Grid Optimization and Sparrow Search Algorithms.",Sensors (Basel). 2022 Jun 6;22(11):4304. doi: 10.3390/s22114304.,2022 Jun 6;22(11):4304,2022,1,
35684853,AFuzzySimilarity-Based Approach to Classify Numerically Simulated and Experimentally Detected Carbon Fiber-Reinforced Polymer Plate Defects.,Sensors (Basel). 2022 Jun 1;22(11):4232. doi: 10.3390/s22114232.,2022 Jun 1;22(11):4232,2022,1,
35684744,"An Optimization Model for Appraising Intrusion-Detection Systems for Network Security Communications: Applications, Challenges, and Solutions.",Sensors (Basel). 2022 May 29;22(11):4123. doi: 10.3390/s22114123.,2022 May 29;22(11):4123,2022,1,
35684730,IoT System Selection as aFuzzyMulti-Criteria Problem.,Sensors (Basel). 2022 May 28;22(11):4110. doi: 10.3390/s22114110.,2022 May 28;22(11):4110,2022,1,
35684696,Hybrid and Deep Learning Approach for Early Diagnosis of Lower Gastrointestinal Diseases.,Sensors (Basel). 2022 May 27;22(11):4079. doi: 10.3390/s22114079.,2022 May 27;22(11):4079,2022,1,
35684648,BepFAMN: A Method for Linear B-Cell Epitope Predictions Based onFuzzy-ARTMAP Artificial Neural Network.,Sensors (Basel). 2022 May 26;22(11):4027. doi: 10.3390/s22114027.,2022 May 26;22(11):4027,2022,1,
35684549,Effect of Soaking Conditions andFuzzyAnalytical Method for Producing the Quick-Cooking Black Jasmine Rice.,Molecules. 2022 Jun 4;27(11):3615. doi: 10.3390/molecules27113615.,2022 Jun 4;27(11):3615,2022,1,
35682829,"The Disordered EZH2 Loop: Atomic Level Characterization by1HN- and1Hα-Detected NMR Approaches, Interaction with the Long Noncoding HOTAIR RNA.",Int J Mol Sci. 2022 May 30;23(11):6150. doi: 10.3390/ijms23116150.,2022 May 30;23(11):6150,2022,1,
35682095,Design of aFuzzyLogicEvaluation to Determine the Ergonomic Risk Level of Manual Material Handling Tasks.,Int J Environ Res Public Health. 2022 May 27;19(11):6511. doi: 10.3390/ijerph19116511.,2022 May 27;19(11):6511,2022,1,
35677555,Sustainable supplier selection using HF-DEA-FOCUM-MABAC technique: a case study in the Auto-making industry.,Soft comput. 2022;26(17):8821-8840. doi: 10.1007/s00500-022-07192-8. Epub 2022 Jun 3.,2022;26(17):8821-8840,2022,1,
35677176,Health Index Estimation of Wind Power Plant Using Neurofuzzy Modeling.,Comput Math Methods Med. 2022 May 29;2022:9535254. doi: 10.1155/2022/9535254. eCollection 2022.,2022 May 29;2022:9535254,2022,1,
35676963,IoT Smart Agriculture and Agricultural Product Income Insurance Participant Behavior Based onFuzzyNeural Network.,Comput Intell Neurosci. 2022 May 29;2022:4778975. doi: 10.1155/2022/4778975. eCollection 2022.,2022 May 29;2022:4778975,2022,1,
35676951,Optimal Deep Transfer Learning-Based Human-Centric Biomedical Diagnosis for Acute Lymphoblastic Leukemia Detection.,Comput Intell Neurosci. 2022 May 30;2022:7954111. doi: 10.1155/2022/7954111. eCollection 2022.,2022 May 30;2022:7954111,2022,1,
35675829,[Medical Necessity: A NotoriouslyFuzzyand Therefore Dispensable Concept?].,Gesundheitswesen. 2022 Jun;84(6):490-494. doi: 10.1055/a-1690-7284. Epub 2022 Jun 8.,2022 Jun;84(6):490-494,2022,1,
35674426,Effects of an alternative bleaching method for yerba mate leaves on total phenolic content: evaluation and prediction with soft-computing approaches.,J Sci Food Agric. 2022 Dec;102(15):6942-6949. doi: 10.1002/jsfa.12055. Epub 2022 Jun 23.,2022 Dec;102(15):6942-6949,2022,1,
35673218,Air Pollution and Health Risk: Intelligent Mapping.,Stud Health Technol Inform. 2022 Jun 6;290:1086-1087. doi: 10.3233/SHTI220280.,2022 Jun 6;290:1086-1087,2022,1,
35671799,"Metronidazole photocatalytic degradation by zinc oxide nanoparticles synthesized in watermelon peel extract; Advanced optimization, simulation and numerical models using machine learning applications.",Environ Res. 2022 Sep;212(Pt E):113537. doi: 10.1016/j.envres.2022.113537. Epub 2022 Jun 6.,2022 Sep;212(Pt E):113537,2022,1,
35669982,Prioritizing severity level of COVID-19 using correlation coefficient and intuitionisticfuzzylogic.,Int J Inf Technol. 2022;14(5):2469-2475. doi: 10.1007/s41870-022-00971-4. Epub 2022 May 31.,2022;14(5):2469-2475,2022,1,
35669672,Modeling and Simulation in an Aircraft Safety Design Based on a Hybrid AHP and FCA Algorithm.,Comput Intell Neurosci. 2022 May 27;2022:6424057. doi: 10.1155/2022/6424057. eCollection 2022.,2022 May 27;2022:6424057,2022,1,
35669636,Application of Mathematical Methods Based on ImprovedFuzzyComputing in Building and Urban Design in the Environment of Industry 4.0.,Comput Intell Neurosci. 2022 May 27;2022:3449431. doi: 10.1155/2022/3449431. eCollection 2022.,2022 May 27;2022:3449431,2022,1,
35668824,An integratedfuzzy-grey relational analysis approach to portfolio optimization.,Appl Intell (Dordr). 2023;53(4):3804-3835. doi: 10.1007/s10489-022-03499-z. Epub 2022 Jun 2.,2023;53(4):3804-3835,2023,1,
35668267,"Prediction of irrigation water suitability using geospatial computing approach: a case study of Agartala city, India.",Environ Sci Pollut Res Int. 2023 Nov;30(55):116522-116537. doi: 10.1007/s11356-022-21232-8. Epub 2022 Jun 6.,2023 Nov;30(55):116522-116537,2023,1,
35666787,RobustFuzzyQ-Learning-Based Strictly Negative Imaginary Tracking Controllers for the Uncertain Quadrotor Systems.,IEEE Trans Cybern. 2023 Aug;53(8):5108-5120. doi: 10.1109/TCYB.2022.3175366. Epub 2023 Jul 18.,2023 Aug;53(8):5108-5120,2023,1,
35666784,Leader-Following Consensus of Multiple Uncertain Euler-Lagrange Systems via Fully Distributed Event-Triggered AdaptiveFuzzyControl.,IEEE Trans Cybern. 2024 Jan;54(1):76-86. doi: 10.1109/TCYB.2022.3177443. Epub 2023 Dec 20.,2024 Jan;54(1):76-86,2024,1,
35665289,Analysis of Human Information Recognition Model in Sports Based on Radial BasisFuzzyNeural Network.,Comput Intell Neurosci. 2022 May 26;2022:5625006. doi: 10.1155/2022/5625006. eCollection 2022.,2022 May 26;2022:5625006,2022,1,
35663731,An investigation of how normalisation and local modelling techniques confound machine learning performance in a mental health study.,Heliyon. 2022 May 21;8(5):e09502. doi: 10.1016/j.heliyon.2022.e09502. eCollection 2022 May.,2022 May 21;8(5):e09502,2022,1,
35660553,Ranking and selection of dental restorative composite materials using FAHP-FTOPSIS technique: An application of multi criteria decision making technique.,J Mech Behav Biomed Mater. 2022 Aug;132:105298. doi: 10.1016/j.jmbbm.2022.105298. Epub 2022 May 30.,2022 Aug;132:105298,2022,1,
35659454,Enhanced fractional-order PIλDμcontrol for a forced circulation evaporator system via advanced disturbance observer.,ISA Trans. 2022 Dec;131:167-177. doi: 10.1016/j.isatra.2022.05.022. Epub 2022 May 27.,2022 Dec;131:167-177,2022,1,
35659453,Adaptive TSfuzzyMPC based on Particle Swarm Optimization-Cuckoo Search algorithm.,ISA Trans. 2022 Dec;131:598-609. doi: 10.1016/j.isatra.2022.05.018. Epub 2022 May 27.,2022 Dec;131:598-609,2022,1,
35659386,FSPBO-DQN: SeGAN based segmentation and Fractional Student Psychology Optimization enabled Deep Q Network for skin cancer detection in IoT applications.,Artif Intell Med. 2022 Jul;129:102299. doi: 10.1016/j.artmed.2022.102299. Epub 2022 Apr 8.,2022 Jul;129:102299,2022,1,
35657648,Predicting Abnormal Laboratory Blood Test Results in the Intensive Care Unit Using Novel Features Based on Information Theory and Historical Conditional Probability: Observational Study.,JMIR Med Inform. 2022 Jun 3;10(6):e35250. doi: 10.2196/35250.,2022 Jun 3;10(6):e35250,2022,1,
35657067,Diagnosis of Alternaria disease and leafminer pest on tomato leaves using image processing techniques.,J Sci Food Agric. 2022 Dec;102(15):6907-6920. doi: 10.1002/jsfa.12052. Epub 2022 Jun 25.,2022 Dec;102(15):6907-6920,2022,1,
35656479,Understanding p300-transcription factor interactions using sequence variation and hybridization.,RSC Chem Biol. 2022 Apr 11;3(5):592-603. doi: 10.1039/d2cb00026a. eCollection 2022 May 11.,2022 Apr 11;3(5):592-603,2022,1,
35655717,LSGDM with Biogeography-Based Optimization (BBO) Model for Healthcare Applications.,J Healthc Eng. 2022 Apr 30;2022:2170839. doi: 10.1155/2022/2170839. eCollection 2022.,2022 Apr 30;2022:2170839,2022,1,
35655018,Comparison of hybrid machine learning methods for the prediction of short-term meteorological droughts of Sakarya Meteorological Station in Turkey.,Environ Sci Pollut Res Int. 2022 Oct;29(50):75487-75511. doi: 10.1007/s11356-022-21083-3. Epub 2022 Jun 3.,2022 Oct;29(50):75487-75511,2022,1,
35645424,A novel sphericalfuzzyAHP-VIKOR methodology to determine serving petrol station selection during COVID-19 lockdown: A pilot study for Istanbul.,Socioecon Plann Sci. 2022 Oct;83:101345. doi: 10.1016/j.seps.2022.101345. Epub 2022 May 24.,2022 Oct;83:101345,2022,1,
35645274,Longitudinal Study on Sustained Attention to Response Task (SART): Clustering Approach for Mobility and Cognitive Decline.,Geriatrics (Basel). 2022 Apr 22;7(3):51. doi: 10.3390/geriatrics7030051.,2022 Apr 22;7(3):51,2022,1,
35643858,Fishing capacity evaluation of fishing vessel based on cloud model.,Sci Rep. 2022 May 28;12(1):8976. doi: 10.1038/s41598-022-12852-8.,2022 May 28;12(1):8976,2022,1,
35642854,A novel cascaded fractionalfuzzyapproach for control of fermentation process.,Bioresour Technol. 2022 Aug;357:127377. doi: 10.1016/j.biortech.2022.127377. Epub 2022 May 25.,2022 Aug;357:127377,2022,1,
35642264,Auto-Tuning parameters of motion cueing algorithms for high performance driving simulator based on Kuka Robocoaster.,Sci Prog. 2022 Apr-Jun;105(2):368504221104333. doi: 10.1177/00368504221104333.,2022 Apr-Jun;105(2):368504221104333,2022,1,
35641905,Statistical power for cluster analysis.,BMC Bioinformatics. 2022 May 31;23(1):205. doi: 10.1186/s12859-022-04675-1.,2022 May 31;23(1):205,2022,1,
35641068,Decoding finger movement patterns from microscopic neural drive information based on deep learning.,Med Eng Phys. 2022 Jun;104:103797. doi: 10.1016/j.medengphy.2022.103797. Epub 2022 Apr 9.,2022 Jun;104:103797,2022,1,
35640421,"A bi-level multi-objective programming model for water resources management under compound uncertainties in Dongjiang River Basin, Greater Bay Area of China.",J Contam Hydrol. 2022 Jun;248:104020. doi: 10.1016/j.jconhyd.2022.104020. Epub 2022 May 5.,2022 Jun;248:104020,2022,1,
35639096,Artificial intelligence optimized image segmentation techniques for renal cyst detection.,J Med Eng Technol. 2022 Jul;46(5):415-423. doi: 10.1080/03091902.2022.2080882. Epub 2022 May 31.,2022 Jul;46(5):415-423,2022,1,
35638228,Association of intraplacental oxygenation patterns on dual-contrast MRI with placental abnormality and fetal brain oxygenation.,Ultrasound Obstet Gynecol. 2023 Feb;61(2):215-223. doi: 10.1002/uog.24959. Epub 2023 Jan 12.,2023 Feb;61(2):215-223,2023,1,
35637755,Coronavirus disease vulnerability map using a geographic information system (GIS) from 16 April to 16 May 2020.,Phys Chem Earth (2002). 2022 Jun;126:103043. doi: 10.1016/j.pce.2021.103043. Epub 2021 Jun 16.,2022 Jun;126:103043,2022,1,
35637727,Exploration on the Application Path of College English MOOCS Teaching under the Background of Internet of Things.,Comput Intell Neurosci. 2022 May 21;2022:4572432. doi: 10.1155/2022/4572432. eCollection 2022.,2022 May 21;2022:4572432,2022,1,
35637683,A causality analysis of risks to perishable product supply chain networks during the COVID-19 outbreak era: An extended DEMATEL method under Pythagoreanfuzzyenvironment.,Transp Res E Logist Transp Rev. 2022 Jul;163:102759. doi: 10.1016/j.tre.2022.102759. Epub 2022 May 26.,2022 Jul;163:102759,2022,1,
35636676,Experiments and adaptive-network-basedfuzzyinference system modelling in a hybrid up-flow anaerobic sludge blanket reactor to assess industrial azadirachtin effluent quality.,Bioresour Technol. 2022 Aug;358:127395. doi: 10.1016/j.biortech.2022.127395. Epub 2022 May 27.,2022 Aug;358:127395,2022,1,
35634821,"Identifying, evaluating and prioritizing the causes of occupational accidents in the construction industry usingfuzzyAHP andfuzzyTOPSIS.",Work. 2022;72(3):933-940. doi: 10.3233/WOR-210024.,2022;72(3):933-940,2022,1,
35634246,Is fractional-order chaos theory the new tool to model chaotic pandemics as Covid-19?,Nonlinear Dyn. 2022;109(2):1187-1215. doi: 10.1007/s11071-021-07196-3. Epub 2022 May 23.,2022;109(2):1187-1215,2022,1,
35634126,Technology investigation on time series classification and prediction.,PeerJ Comput Sci. 2022 May 18;8:e982. doi: 10.7717/peerj-cs.982. eCollection 2022.,2022 May 18;8:e982,2022,1,
35634087,AG600 Amphibious Aircraft Selection Model Based on ImprovedFuzzyEvaluation Algorithm.,Comput Intell Neurosci. 2022 May 20;2022:2358264. doi: 10.1155/2022/2358264. eCollection 2022.,2022 May 20;2022:2358264,2022,1,
35634046,Efficient Liver Segmentation from Computed Tomography Images Using Deep Learning.,Comput Intell Neurosci. 2022 May 18;2022:2665283. doi: 10.1155/2022/2665283. eCollection 2022.,2022 May 18;2022:2665283,2022,1,
35632318,Green Communication in Internet of Things: A Hybrid Bio-Inspired Intelligent Approach.,Sensors (Basel). 2022 May 21;22(10):3910. doi: 10.3390/s22103910.,2022 May 21;22(10):3910,2022,1,
35632104,Fuzzy-Logic-Based Recommendation System for Processing in Condition Monitoring.,Sensors (Basel). 2022 May 12;22(10):3695. doi: 10.3390/s22103695.,2022 May 12;22(10):3695,2022,1,
35632063,FuzzySystem to Assess Dangerous Driving: A Multidisciplinary Approach.,Sensors (Basel). 2022 May 11;22(10):3655. doi: 10.3390/s22103655.,2022 May 11;22(10):3655,2022,1,
35632035,Match-Level Fusion of Finger-Knuckle Print and Iris for Human Identity Validation Using Neuro-FuzzyClassifier.,Sensors (Basel). 2022 May 10;22(10):3620. doi: 10.3390/s22103620.,2022 May 10;22(10):3620,2022,1,
35630185,Determination of Transdermal Rate of Metallic Microneedle Array through an Impedance Measurements-Based Numerical Check Screening Algorithm.,Micromachines (Basel). 2022 Apr 30;13(5):718. doi: 10.3390/mi13050718.,2022 Apr 30;13(5):718,2022,1,
35629080,Privacy and Trust in eHealth: AFuzzyLinguistic Solution for Calculating the Merit of Service.,J Pers Med. 2022 Apr 19;12(5):657. doi: 10.3390/jpm12050657.,2022 Apr 19;12(5):657,2022,1,
35628098,Skin Lesion Analysis for Melanoma Detection Using the Novel Deep Learning ModelFuzzyGC-SCNN.,Healthcare (Basel). 2022 May 23;10(5):962. doi: 10.3390/healthcare10050962.,2022 May 23;10(5):962,2022,1,
35628013,Dynamic Performance Assessment of Hospitals by Applying Credibility-BasedFuzzyWindow Data Envelopment Analysis.,Healthcare (Basel). 2022 May 9;10(5):876. doi: 10.3390/healthcare10050876.,2022 May 9;10(5):876,2022,1,
35627728,Social Stability Risk Assessment of Disaster-Preventive Migration in Ethnic Minority Areas of Southwest China.,Int J Environ Res Public Health. 2022 May 19;19(10):6192. doi: 10.3390/ijerph19106192.,2022 May 19;19(10):6192,2022,1,
35626739,"An In-Vitro Study of the Expansion and Transcriptomics of CD4+and CD8+Naïve and Memory T Cells Stimulated by IL-2, IL-7 and IL-15.",Cells. 2022 May 20;11(10):1701. doi: 10.3390/cells11101701.,2022 May 20;11(10):1701,2022,1,
35626618,Finite-Time Pinning Synchronization Control for T-SFuzzyDiscrete Complex Networks with Time-Varying Delays via Adaptive Event-Triggered Approach.,Entropy (Basel). 2022 May 21;24(5):733. doi: 10.3390/e24050733.,2022 May 21;24(5):733,2022,1,
35626565,A Novel Method for Fault Diagnosis of Rotating Machinery.,Entropy (Basel). 2022 May 12;24(5):681. doi: 10.3390/e24050681.,2022 May 12;24(5):681,2022,1,
35626543,PictureFuzzyThreshold Graphs with Application in Medicine Replenishment.,Entropy (Basel). 2022 May 7;24(5):658. doi: 10.3390/e24050658.,2022 May 7;24(5):658,2022,1,
35626473,A Geometric-Based LSGDM Method for Tourism Project Decision Optimization with Trust-Distrust Relationships.,Entropy (Basel). 2022 Apr 22;24(5):588. doi: 10.3390/e24050588.,2022 Apr 22;24(5):588,2022,1,
35626439,Diagnosis of Peritoneal Carcinomatosis of Colorectal Origin Based on an InnovativeFuzzyLogicApproach.,Diagnostics (Basel). 2022 May 21;12(5):1285. doi: 10.3390/diagnostics12051285.,2022 May 21;12(5):1285,2022,1,
35626328,An Ensemble of CNN Models for Parkinson's Disease Detection Using DaTscan Images.,Diagnostics (Basel). 2022 May 8;12(5):1173. doi: 10.3390/diagnostics12051173.,2022 May 8;12(5):1173,2022,1,
35626054,Effect of Treatment in a Specialized Pediatric Hemato-Oncology Setting on 5-Year Survival in Acute Lymphoblastic Leukemia: A Quasi-Experimental Study.,Cancers (Basel). 2022 May 16;14(10):2451. doi: 10.3390/cancers14102451.,2022 May 16;14(10):2451,2022,1,
35625051,The Effect of Odor Valence on Facial Attractiveness Judgment: A Preliminary Experiment.,Brain Sci. 2022 May 19;12(5):665. doi: 10.3390/brainsci12050665.,2022 May 19;12(5):665,2022,1,
35625024,The Brain Research Hotspot Database (BRHD): A Panoramic Database of the Latest Hotspots in Brain Research.,Brain Sci. 2022 May 12;12(5):638. doi: 10.3390/brainsci12050638.,2022 May 12;12(5):638,2022,1,
35622850,State-of-the-art on analytic hierarchy process in the last 40 years: Literature review based on Latent Dirichlet Allocation topic modelling.,PLoS One. 2022 May 27;17(5):e0268777. doi: 10.1371/journal.pone.0268777. eCollection 2022.,2022 May 27;17(5):e0268777,2022,1,
35622800,Noise-Tolerant Discrimination Indexes forFuzzyCovering and Feature Subset Selection.,IEEE Trans Neural Netw Learn Syst. 2022 May 27;PP. doi: 10.1109/TNNLS.2022.3175922. Online ahead of print.,2022 May 27;PP,2022,1,
35621597,The Numerical Analysis of Replenishment of Hydrogel Void Space Concrete Using Hydrogels Containing Nano-Silica Particles through ELM-ANFIS.,Gels. 2022 May 13;8(5):299. doi: 10.3390/gels8050299.,2022 May 13;8(5):299,2022,1,
35619763,Tech Optimization in Cybersecurity Defenses by Advanced ML Methods: The Use Case of Volleyball Industry.,Comput Intell Neurosci. 2022 May 17;2022:9907427. doi: 10.1155/2022/9907427. eCollection 2022.,2022 May 17;2022:9907427,2022,1,
35619759,Clustering Analysis Algorithm of Volleyball Simulation Based on RadialFuzzyNeural Network.,Comput Intell Neurosci. 2022 May 17;2022:8365024. doi: 10.1155/2022/8365024. eCollection 2022.,2022 May 17;2022:8365024,2022,1,
35618770,A new evaluation model of a water conveyance channel based on Bayesian theory by integrating monitoring and detection information.,Sci Rep. 2022 May 26;12(1):8914. doi: 10.1038/s41598-022-12997-6.,2022 May 26;12(1):8914,2022,1,
35616836,"Predicting coagulation-flocculation process for turbidity removal from water using graphene oxide: a comparative study on ANN, SVR, ANFIS, and RSM models.",Environ Sci Pollut Res Int. 2022 Oct;29(48):72839-72852. doi: 10.1007/s11356-022-20989-2. Epub 2022 May 26.,2022 Oct;29(48):72839-72852,2022,1,
35615519,Proteomic Analysis Revealed Metabolic Inhibition and Elongation Factor Tu Deamidation byp-Coumaric Acid inCronobacter sakazakii.,Front Microbiol. 2022 May 9;13:888103. doi: 10.3389/fmicb.2022.888103. eCollection 2022.,2022 May 9;13:888103,2022,1,
35615367,Clustering of End Stage Renal Disease Patients by Dimensionality Reduction Algorithms According to Lymphocyte Senescence Markers.,Front Immunol. 2022 May 9;13:841031. doi: 10.3389/fimmu.2022.841031. eCollection 2022.,2022 May 9;13:841031,2022,1,
35615175,Administrative Ethics Conflict and Governance of Grassroots Government Staff Under the Human Relationship Society.,Front Psychol. 2022 May 9;13:842057. doi: 10.3389/fpsyg.2022.842057. eCollection 2022.,2022 May 9;13:842057,2022,1,
35614159,A novelfuzzyframework for technology selection of sustainable wastewater treatment plants based on TODIM methodology in developing urban areas.,Sci Rep. 2022 May 25;12(1):8800. doi: 10.1038/s41598-022-12643-1.,2022 May 25;12(1):8800,2022,1,
35613125,Remanufacturing an evaluation system for electrical control systems of drilling rig based on the improved FCE and ANN.,PLoS One. 2022 May 25;17(5):e0268788. doi: 10.1371/journal.pone.0268788. eCollection 2022.,2022 May 25;17(5):e0268788,2022,1,
35612127,ConstructiveFuzzyCognitive Map for Depression Severity Estimation.,Stud Health Technol Inform. 2022 May 25;294:485-489. doi: 10.3233/SHTI220506.,2022 May 25;294:485-489,2022,1,
35609702,Spatiotemporal effects of urban ecological land transitions to thermal environment change in mega-urban agglomeration.,Sci Total Environ. 2022 Sep 10;838(Pt 2):156158. doi: 10.1016/j.scitotenv.2022.156158. Epub 2022 May 21.,2022 Sep 10;838(Pt 2):156158,2022,1,
35609500,Insights into toxicity of polychlorinated naphthalenes to multiple human endocrine receptors: Mechanism and health risk analysis.,Environ Int. 2022 Jul;165:107291. doi: 10.1016/j.envint.2022.107291. Epub 2022 May 18.,2022 Jul;165:107291,2022,1,
35609269,"The role of spin density for understanding the superexchange mechanism in transition metal ionic compounds. The case of KMF3(M = Mn, Fe, Co, Ni, Cu) perovskites.",Phys Chem Chem Phys. 2022 Jun 1;24(21):12950-12960. doi: 10.1039/d2cp01176j.,2022 Jun 1;24(21):12950-12960,2022,1,
35607521,Further development of F-index forfuzzygraph and its application in Indian railway crime.,J Appl Math Comput. 2023;69(1):321-353. doi: 10.1007/s12190-022-01748-5. Epub 2022 May 18.,2023;69(1):321-353,2023,1,
35607474,PictureFuzzyEinstein Hybrid-Weighted Aggregation Operator and Its Application to Multicriteria Group Decision Making.,Comput Intell Neurosci. 2022 May 14;2022:6925670. doi: 10.1155/2022/6925670. eCollection 2022.,2022 May 14;2022:6925670,2022,1,
35607467,Analysis of English Cultural Teaching Model Based on Machine Learning.,Comput Intell Neurosci. 2022 May 14;2022:7126758. doi: 10.1155/2022/7126758. eCollection 2022.,2022 May 14;2022:7126758,2022,1,
35607459,Feature Subset Selection with Optimal Adaptive Neuro-FuzzySystemsfor Bioinformatics Gene Expression Classification.,Comput Intell Neurosci. 2022 May 14;2022:1698137. doi: 10.1155/2022/1698137. eCollection 2022.,2022 May 14;2022:1698137,2022,1,
35606509,Automatic lung segmentation in chest X-ray images using improved U-Net.,Sci Rep. 2022 May 23;12(1):8649. doi: 10.1038/s41598-022-12743-y.,2022 May 23;12(1):8649,2022,1,
35605677,Disordered Regions Flanking the Binding Interface Modulate Affinity between CBP and NCOA.,J Mol Biol. 2022 Jul 15;434(13):167643. doi: 10.1016/j.jmb.2022.167643. Epub 2022 May 20.,2022 Jul 15;434(13):167643,2022,1,
35604986,Dynamic-Memory Event-Based Asynchronous Attack Detection Filtering for a Class Of Nonlinear Cyber-Physical Systems.,IEEE Trans Cybern. 2023 Jan;53(1):653-667. doi: 10.1109/TCYB.2021.3127231. Epub 2022 Dec 23.,2023 Jan;53(1):653-667,2023,1,
35604985,Novel Adaptive Event-TriggeredFuzzyCommand Filter Control for Slowly Switched Nonlinear Systems With Constraints.,IEEE Trans Cybern. 2023 Sep;53(9):5755-5766. doi: 10.1109/TCYB.2022.3172503. Epub 2023 Aug 17.,2023 Sep;53(9):5755-5766,2023,1,
35604979,Multi-Instant Gain-SchedulingFuzzyObserver of Discrete-Time Takagi-Sugeno Systems and Its Application: An Efficient Balanced Matrix Approach.,IEEE Trans Cybern. 2023 Sep;53(9):5767-5776. doi: 10.1109/TCYB.2022.3174070. Epub 2023 Aug 17.,2023 Sep;53(9):5767-5776,2023,1,
35602637,Swarm Intelligence with Adaptive Neuro-FuzzyInference System-Based Routing Protocol for Clustered Wireless Sensor Networks.,Comput Intell Neurosci. 2022 May 13;2022:7940895. doi: 10.1155/2022/7940895. eCollection 2022.,2022 May 13;2022:7940895,2022,1,
35602339,Diagnosing Breast Cancer Based on the Adaptive Neuro-FuzzyInference System.,Comput Math Methods Med. 2022 May 11;2022:9166873. doi: 10.1155/2022/9166873. eCollection 2022.,2022 May 11;2022:9166873,2022,1,
35602093,Automatic Detection of Epilepsy Based on Entropy Feature Fusion and Convolutional Neural Network.,Oxid Med Cell Longev. 2022 May 11;2022:1322826. doi: 10.1155/2022/1322826. eCollection 2022.,2022 May 11;2022:1322826,2022,1,
35601730,A novel hybrid multi-criteria group decision-making approach with intuitionisticfuzzysets to design reverse supply chains for COVID-19 medical waste recycling channels.,Comput Ind Eng. 2022 Jul;169:108228. doi: 10.1016/j.cie.2022.108228. Epub 2022 May 18.,2022 Jul;169:108228,2022,1,
35601568,Mate Analysis of Hepatocellular Carcinoma Immune Subtypes and Their Functional Effects Based onFuzzyLogicand Evolutionary Algorithms.,Contrast Media Mol Imaging. 2022 May 5;2022:5787981. doi: 10.1155/2022/5787981. eCollection 2022.,2022 May 5;2022:5787981,2022,1,
35601135,A hybrid decision-making framework to manage occupational stress in project-based organizations.,Soft comput. 2022;26(22):12445-12460. doi: 10.1007/s00500-022-07143-3. Epub 2022 May 17.,2022;26(22):12445-12460,2022,1,
35600616,Multi-Model Adaptation Learning With Possibilistic Clustering Assumption for EEG-Based Emotion Recognition.,Front Neurosci. 2022 May 4;16:855421. doi: 10.3389/fnins.2022.855421. eCollection 2022.,2022 May 4;16:855421,2022,1,
35600326,Topic Modeling for Interpretable Text Classification From EHRs.,Front Big Data. 2022 May 4;5:846930. doi: 10.3389/fdata.2022.846930. eCollection 2022.,2022 May 4;5:846930,2022,1,
35599959,A generalized multi-skill aggregation method for cognitive diagnosis.,World Wide Web. 2023;26(2):585-614. doi: 10.1007/s11280-021-00990-4. Epub 2022 May 14.,2023;26(2):585-614,2023,1,
35599871,Application of Improved Satin Bowerbird Optimizer in Image Segmentation.,Front Plant Sci. 2022 May 6;13:915811. doi: 10.3389/fpls.2022.915811. eCollection 2022.,2022 May 6;13:915811,2022,1,
35599851,Modelling uncertainties with TOPSIS and GRA based on q-rung orthopair m-polarfuzzysoft information in COVID-19.,Expert Syst. 2022 Jun;39(5):e12940. doi: 10.1111/exsy.12940. Epub 2022 Feb 9.,2022 Jun;39(5):e12940,2022,1,
35599310,Towards a global One Health index: a potential assessment tool for One Health performance.,Infect Dis Poverty. 2022 May 22;11(1):57. doi: 10.1186/s40249-022-00979-9.,2022 May 22;11(1):57,2022,1,
35597830,"Predicting daily soil temperature at multiple depths using hybrid machine learning models for a semi-arid region in Punjab, India.",Environ Sci Pollut Res Int. 2022 Oct;29(47):71270-71289. doi: 10.1007/s11356-022-20837-3. Epub 2022 May 21.,2022 Oct;29(47):71270-71289,2022,1,
35597207,Fuzzy-based modeling and speed optimization of a centrifugal blood pump using a modified and constrained Bees algorithm.,Comput Methods Programs Biomed. 2022 Jun;221:106867. doi: 10.1016/j.cmpb.2022.106867. Epub 2022 May 10.,2022 Jun;221:106867,2022,1,
35594883,Compactness index: a radiosurgery outcome predictor for patients with unruptured brain arteriovenous malformations.,J Neurosurg. 2022 May 20;138(1):241-250. doi: 10.3171/2022.4.JNS212369. Print 2023 Jan 1.,2022 May 20;138(1):241-250,2022,1,
